date,GDP,GDP_lag1,EMP_CAN_lag1,RT_new_lag1,MANU_N_ORD_new_lag1,Imp_BP_new_lag1,IP_new_lag1,GDP_lag2,EMP_CAN_lag2,RT_new_lag2,MANU_N_ORD_new_lag2,Imp_BP_new_lag2,IP_new_lag2,GDP_lag3,EMP_CAN_lag3,RT_new_lag3,MANU_N_ORD_new_lag3,Imp_BP_new_lag3,IP_new_lag3,GDP_lag4,EMP_CAN_lag4,RT_new_lag4,MANU_N_ORD_new_lag4,Imp_BP_new_lag4,IP_new_lag4,GDP_lag5,EMP_CAN_lag5,RT_new_lag5,MANU_N_ORD_new_lag5,Imp_BP_new_lag5,IP_new_lag5,GDP_roll_2,EMP_CAN_roll_2,RT_new_roll_2,MANU_N_ORD_new_roll_2,Imp_BP_new_roll_2,IP_new_roll_2,GDP_roll_3,EMP_CAN_roll_3,RT_new_roll_3,MANU_N_ORD_new_roll_3,Imp_BP_new_roll_3,IP_new_roll_3,GDP_roll_4,EMP_CAN_roll_4,RT_new_roll_4,MANU_N_ORD_new_roll_4,Imp_BP_new_roll_4,IP_new_roll_4,GDP_roll_5,EMP_CAN_roll_5,RT_new_roll_5,MANU_N_ORD_new_roll_5,Imp_BP_new_roll_5,IP_new_roll_5,GDP_roll_6,EMP_CAN_roll_6,RT_new_roll_6,MANU_N_ORD_new_roll_6,Imp_BP_new_roll_6,IP_new_roll_6,GDP_roll_7,EMP_CAN_roll_7,RT_new_roll_7,MANU_N_ORD_new_roll_7,Imp_BP_new_roll_7,IP_new_roll_7,GDP_roll_8,EMP_CAN_roll_8,RT_new_roll_8,MANU_N_ORD_new_roll_8,Imp_BP_new_roll_8,IP_new_roll_8,GDP_roll_9,EMP_CAN_roll_9,RT_new_roll_9,MANU_N_ORD_new_roll_9,Imp_BP_new_roll_9,IP_new_roll_9,GDP_roll_10,EMP_CAN_roll_10,RT_new_roll_10,MANU_N_ORD_new_roll_10,Imp_BP_new_roll_10,IP_new_roll_10
1981-06-01,-0.1484003,-0.836364,0.2647652,-4.7543982,-0.2776977,1.4772462,-1.7627462,1.176457,0.3283988,2.5879448,3.0885672,8.8730283,1.893795,-0.0819862,-0.0407765,1.140478,-0.5999659,-0.6477597,0,0.3042663,0.6829789,0.0578932,3.6267067,-0.2410189,0.4222092,-0.0865156,0.5951733,-0.0591777,-0.136071,3.0586656,-0.3993412,-0.25520415,-0.0414422,0.9947173,1.53285905,-1.06480865,0.44054,-0.4489241,0.060626933,-0.921654533,0.929340133,-0.217457033,-0.293888733,-0.539426275,0.08381275,-1.296476025,-1.5952472,-1.635948975,-1.25079545,-0.19624962,0.13272996,-0.51959186,-0.65848432,0.46584648,-0.62187736,0.02370535,0.073722283,-0.300938967,0.7022313,1.529818717,-0.10713405,0.008606557,0.057365314,-0.095022257,0.516203129,1.218736086,-0.091829186,-0.080764263,0.018597725,-0.098381513,0.223690825,0.448982263,-0.2973447,-0.037983089,0.092417856,-0.081017656,0.6018037,0.372315467,-0.217394267,-0.03765137,0.07556262,-0.40010707,0.39586834,0.28335776,-0.37969533
1981-07-01,-0.362008,-0.1484003,0.2623079,-0.3087901,0.242261,-0.1154837,0.4721658,-0.836364,0.2647652,-4.7543982,-0.2776977,1.4772462,-1.7627462,1.176457,0.3283988,2.5879448,3.0885672,8.8730283,1.893795,-0.0819862,-0.0407765,1.140478,-0.5999659,-0.6477597,0,0.3042663,0.6829789,0.0578932,3.6267067,-0.2410189,0.4222092,-0.5864704,-0.09591105,-0.0613579,-3.17277605,-3.9527792,-1.8563007,-0.440447033,0.023495267,-0.1438353,-2.034430367,-2.6736807,-1.0801452,-0.049465225,-0.037707575,0.0902049,0.350629575,-0.29284055,-0.193463275,-0.20684498,0.02278698,-0.87871572,0.22496412,0.0611768,-0.50731986,-0.290097483,-0.023140083,-0.75257915,-0.11651245,-0.772235083,-0.7120921,-0.0805897,0.027079757,-0.275361443,0.341356071,0.605659686,-0.339822514,-0.074849225,0.014177975,-0.649930238,0.116492825,0.465294525,-0.527395313,-0.075642222,0.008071922,-0.450995989,0.0368863,0.341621833,-0.468795833,-0.00346083,-0.04200848,-0.46249461,0.01088532,0.39952901,-0.35261282
1981-08-01,-0.8109328,-0.362008,-0.3451923,2.2982247,2.8234571,-2.0141336,0.4089142,-0.1484003,0.2623079,-0.3087901,0.242261,-0.1154837,0.4721658,-0.836364,0.2647652,-4.7543982,-0.2776977,1.4772462,-1.7627462,1.176457,0.3283988,2.5879448,3.0885672,8.8730283,1.893795,-0.0819862,-0.0407765,1.140478,-0.5999659,-0.6477597,0,0.1562737,-0.03397295,-0.8143075,-0.8315999,0.47912755,-0.82746655,-0.016486867,-0.137712733,0.223203233,0.386752433,-0.3519595,-0.415339633,-0.18895515,-0.1664784,0.13692835,-0.1659095,-1.49879325,-0.74549305,-0.18084418,-0.08072114,0.04778466,-0.0842754,-1.22213134,-0.50196128,-0.156481133,-0.0799567,-0.505498083,-0.313154483,-1.10465305,-0.725035217,-0.253607257,-0.030710714,-1.112483814,-0.308089229,-0.7358103,-0.873279643,-0.141134888,-0.088463388,-1.044171113,-0.297468513,-0.528747313,-0.6774904,0.005264211,-0.042145367,-0.640602678,0.078757678,0.515894422,-0.391792022,-0.13213392,-0.06511263,-0.70353705,-0.15363607,-1.22322667,-0.45128027
1981-09-01,1.1234802,-0.8109328,0.1533702,-2.4209405,-9.1690092,-5.8914248,-4.1215156,-0.362008,-0.3451923,2.2982247,2.8234571,-2.0141336,0.4089142,-0.1484003,0.2623079,-0.3087901,0.242261,-0.1154837,0.4721658,-0.836364,0.2647652,-4.7543982,-0.2776977,1.4772462,-1.7627462,1.176457,0.3283988,2.5879448,3.0885672,8.8730283,1.893795,0.2085601,-0.23704575,0.3352146,2.84095705,0.9551927,0.3653146,-0.131270867,-0.1069071,-0.583503767,-1.162365033,-1.327013133,-1.130295467,-0.107119625,-0.09921395,-1.255605775,-1.23616125,-1.12457525,-1.307822825,-0.1580973,-0.14840962,-0.54483968,-0.42423758,-1.30248692,-0.96447542,-0.024052467,-0.2057967,-0.548363433,-0.390718567,-0.931956833,-0.6882238,-0.041816443,-0.138924614,-0.514138671,-0.300292914,-0.815317814,-0.522453857,-0.207679025,-0.155536288,-0.608614638,-0.543403775,-2.82281765,-0.580481438,-0.277532911,-0.108836122,-1.069257256,-0.513880878,-2.345032778,-0.711844189,-0.19337334,-0.13245935,-0.79738618,-0.17337397,-1.05443949,-0.62688253
1981-10-01,-0.70636,1.1234802,-0.2213161,0.7923255,7.5058094,6.8496799,2.4665825,-0.8109328,0.1533702,-2.4209405,-9.1690092,-5.8914248,-4.1215156,-0.362008,-0.3451923,2.2982247,2.8234571,-2.0141336,0.4089142,-0.1484003,0.2623079,-0.3087901,0.242261,-0.1154837,0.4721658,-0.836364,0.2647652,-4.7543982,-0.2776977,1.4772462,-1.7627462,-0.37051295,-0.16445495,-1.69690405,-1.6407226,-2.72827805,-1.7881791,0.127484767,-0.183408667,-0.867160867,1.4081214,0.4643746,-0.369925233,0.2571565,-0.260739525,-0.7918662,1.000310175,0.57845435,-0.10418535,0.04353864,-0.17791758,-1.11768106,-1.0335537,-0.71552148,-0.9076514,-0.191837317,-0.19356765,-1.143058617,-1.235491383,-3.40882065,-0.920821917,-0.216147414,-0.215228314,-0.651446714,-0.6556416,-3.209579643,-0.730859614,-0.118621138,-0.231458325,-0.363834188,-0.212287875,-1.488269675,-0.622280613,-0.121929933,-0.176595411,-0.357718178,-0.161782444,-1.3357379,-0.500675456,-0.1742393,-0.18251539,-0.48689171,-0.09736605,-1.00455012,-0.58621663
1981-11-01,-0.0346659,-0.70636,-0.2527754,-0.1218963,-1.8238953,-4.9392945,-1.7359533,1.1234802,-0.2213161,0.7923255,7.5058094,6.8496799,2.4665825,-0.8109328,0.1533702,-2.4209405,-9.1690092,-5.8914248,-4.1215156,-0.362008,-0.3451923,2.2982247,2.8234571,-2.0141336,0.4089142,-0.1484003,0.2623079,-0.3087901,0.242261,-0.1154837,0.4721658,0.3057529,-0.2844333,-1.918947,-0.8403367,0.201716,-0.5736853,-0.031618067,-0.273880667,-1.3199301,-1.168189567,-1.511954167,-0.961107967,-0.365892825,-0.273365,-1.307434175,-1.437437125,-5.35279475,-0.9674996,-0.06801822,-0.26295522,-0.88748224,0.35121218,-2.91229982,-0.28068318,0.037328617,-0.27664075,-0.464659617,0.774541517,-0.6667665,-0.210940583,-0.083851586,-0.215210614,-0.744128314,-0.645965729,-1.413146257,-0.769594157,-0.153998088,-0.217783688,-0.857293963,-0.504922325,-0.989485488,-0.842905788,-0.1771103,-0.2319402,-0.506680778,-0.135102389,-1.103335278,-0.703814678,-0.25140105,-0.2666302,-0.67607462,-0.44955271,-1.7209009,-0.91602199
1981-12-01,0.6461717,-0.0346659,-0.0761345,-3.2719118,-1.4575499,-0.5172616,-1.8404049,-0.70636,-0.2527754,-0.1218963,-1.8238953,-4.9392945,-1.7359533,1.1234802,-0.2213161,0.7923255,7.5058094,6.8496799,2.4665825,-0.8109328,0.1533702,-2.4209405,-9.1690092,-5.8914248,-4.1215156,-0.362008,-0.3451923,2.2982247,2.8234571,-2.0141336,0.4089142,-0.3612727,-0.38227505,-0.9179643,-1.23415165,-7.97731145,-0.1468201,-0.252403767,-0.2802282,-1.702613467,-1.308617733,-5.490628167,-0.711348367,-0.048287125,-0.29643825,-0.864596725,-0.25866625,-1.4777461,-0.499068175,-0.1799017,-0.28770568,-0.71605664,-0.57171206,-2.17005578,-0.7464452,-0.257422017,-0.279053933,-0.871622783,-0.3960298,-1.479023167,-0.8480522,-0.060150271,-0.270805671,-0.633915886,0.732804371,-0.289208443,-0.374532957,-0.167633713,-0.309309988,-0.8297538,0.231253125,-1.162931325,-0.680952313,-0.239111389,-0.257901078,-1.006552322,-0.813220467,-1.688319489,-1.063237122,-0.18722323,-0.28134585,-0.85979176,-1.02868906,-1.87920892,-0.8533548
1982-01-01,-1.3687171,0.6461717,-0.4927321,-0.5659822,-0.2231235,0.9206936,0.6930343,-0.0346659,-0.0761345,-3.2719118,-1.4575499,-0.5172616,-1.8404049,-0.70636,-0.2527754,-0.1218963,-1.8238953,-4.9392945,-1.7359533,1.1234802,-0.2213161,0.7923255,7.5058094,6.8496799,2.4665825,-0.8109328,0.1533702,-2.4209405,-9.1690092,-5.8914248,-4.1215156,-0.40232715,-0.3084432,0.18975355,0.3230042,-3.1572082,-0.42445105,-0.052827533,-0.369872833,-0.062158367,0.140961633,-1.7979076,-0.051955933,-0.20087655,-0.336353425,-0.45898215,0.2263166,-0.854395725,-0.37798875,-0.16763442,-0.28430964,-1.02156808,-0.1104567,-0.7869689,-0.67047198,-0.29303165,-0.333398067,-1.2180766,-0.638648183,-1.868972667,-1.02970795,-0.352078557,-0.321880543,-1.061479414,-0.8079692,-2.307590071,-1.130600143,-0.273097463,-0.343189075,-0.871162825,-1.07796135,-2.468793038,-0.859826863,-0.117922167,-0.329647633,-0.686330789,-0.124209044,-1.433407156,-0.490225822,-0.20673392,-0.3707185,-0.94205671,0.43801679,-1.21103332,-0.64176065
1982-02-01,0.5640628,-1.3687171,-0.271818,-1.2699464,-2.2451798,-16.8753165,-0.9866745,0.6461717,-0.4927321,-0.5659822,-0.2231235,0.9206936,0.6930343,-0.0346659,-0.0761345,-3.2719118,-1.4575499,-0.5172616,-1.8404049,-0.70636,-0.2527754,-0.1218963,-1.8238953,-4.9392945,-1.7359533,1.1234802,-0.2213161,0.7923255,7.5058094,6.8496799,2.4665825,-0.0404804,-0.2904318,0,1.68678485,6.26852,-0.6091574,-0.483225967,-0.2842272,-0.423315467,0.376129967,-1.446092167,-0.734996433,-0.592423925,-0.35788045,-0.8676414,-0.537803925,-2.904317,-1.257719275,-0.3447048,-0.38485078,-0.80730956,-0.47486784,-2.13931488,-0.86756856,-0.240625633,-0.402767117,-0.59591575,-0.890374267,-2.382298033,-0.550376117,-0.211202814,-0.356105314,-0.9782009,-0.971399357,-2.115864257,-0.734665943,-0.310557425,-0.404136688,-1.261374538,-0.162718275,-1.752589825,-0.893529463,-0.354535489,-0.387318767,-1.134765844,-0.3472935,-2.106668122,-0.987132111,-0.38910886,-0.39163868,-0.96104988,-0.60453297,-1.51917447,-1.09606977
1982-03-01,-0.6450236,0.5640628,-0.3450684,1.6494535,2.8911882,10.5609001,0.1377724,-1.3687171,-0.271818,-1.2699464,-2.2451798,-16.8753165,-0.9866745,0.6461717,-0.4927321,-0.5659822,-0.2231235,0.9206936,0.6930343,-0.0346659,-0.0761345,-3.2719118,-1.4575499,-0.5172616,-1.8404049,-0.70636,-0.2527754,-0.1218963,-1.8238953,-4.9392945,-1.7359533,-0.7825207,-0.4073177,-1.92503635,-1.39861205,-2.6514258,-2.0909875,-0.333659533,-0.386567933,-0.733539733,0.031321367,1.752682833,-1.348067533,-0.1803021,-0.41301315,-0.434891475,-0.718485575,0.415208675,-0.752154125,-0.4179851,-0.38477412,-0.60190246,-1.02382442,-3.04289636,-0.7990582,-0.5159942,-0.444037817,-1.042183717,0.063154533,-2.4040251,-1.000144183,-0.3499705,-0.450994143,-0.974154929,0.022257671,-1.929065286,-0.758261543,-0.393757838,-0.448434613,-0.777086338,-0.345485563,-1.216898575,-0.923042438,-0.353858733,-0.407067933,-1.054289167,-0.469048267,-1.139161133,-1.0249716,-0.25401641,-0.41909965,-0.84906829,-0.59776323,-1.35008806,-0.6955622
1982-04-01,-0.9200178,-0.6450236,-0.2357952,-1.6494535,0.4823815,1.9761399,-1.3560872,0.5640628,-0.3450684,1.6494535,2.8911882,10.5609001,0.1377724,-1.3687171,-0.271818,-1.2699464,-2.2451798,-16.8753165,-0.9866745,0.6461717,-0.4927321,-0.5659822,-0.2231235,0.9206936,0.6930343,-0.0346659,-0.0761345,-3.2719118,-1.4575499,-0.5172616,-1.8404049,-0.3201238,-0.5355945,-0.86978295,-3.123756,-5.43810265,-0.89515085,-0.428423733,-0.4356614,-1.129673133,-1.921710167,-2.966688467,-1.0487963,-0.572827725,-0.511835125,-1.65815235,-0.0667703,-2.02743355,-1.28799075,-0.34544962,-0.47848178,-0.99663118,0.5248214,0.49023318,-1.00283812,-0.404586217,-0.4704878,-0.730127017,-0.049263533,1.036572383,-1.181783217,-0.5423192,-0.4421064,-0.807244071,-0.362965857,-1.522268886,-1.153910543,-0.393958738,-0.452766238,-0.581598613,-0.537119863,-1.738039075,-0.726031425,-0.278388689,-0.457206889,-0.579863456,-0.502231378,-1.442624333,-0.568357456,-0.25455017,-0.43883917,-0.50169198,-0.22112311,-1.56805183,-0.66383899
1982-05-01,0.2797702,-0.9200178,-0.5788402,-2.2006192,-3.2796056,-7.2789915,-2.8258878,-0.6450236,-0.2357952,-1.6494535,0.4823815,1.9761399,-1.3560872,0.5640628,-0.3450684,1.6494535,2.8911882,10.5609001,0.1377724,-1.3687171,-0.271818,-1.2699464,-2.2451798,-16.8753165,-0.9866745,0.6461717,-0.4927321,-0.5659822,-0.2231235,0.9206936,0.6930343,-0.36313475,-0.61635255,-1.39126835,1.26507145,-1.4034413,-0.484994,-0.548762433,-0.603848433,-1.661051967,-0.2498209,-3.361958033,-1.265291933,-0.586639125,-0.5605158,-1.095190525,-0.917287725,-1.579401425,-1.468096125,-0.59831602,-0.49557168,-1.20604312,-0.63735388,-0.86829316,-1.44569434,-0.391169267,-0.500873917,-0.838716,-0.823827883,-1.2649827,-0.826558217,-0.254707543,-0.478615986,-0.483263214,-0.2931113,0.424429129,-0.6887967,-0.227869538,-0.4529802,-0.3976239,0.032134025,0.034263075,-0.793093713,-0.354630378,-0.432851067,-0.494548622,-0.220900844,-1.8445791,-0.814602689,-0.44429027,-0.40762662,-0.76709793,-0.64306484,-2.08652151,-0.90473306
1982-06-01,-1.0060397,0.2797702,-0.4923488,0.4610533,-2.9679064,-3.5972138,1.0355861,-0.9200178,-0.5788402,-2.2006192,-3.2796056,-7.2789915,-2.8258878,-0.6450236,-0.2357952,-1.6494535,0.4823815,1.9761399,-1.3560872,0.5640628,-0.3450684,1.6494535,2.8911882,10.5609001,0.1377724,-1.3687171,-0.271818,-1.2699464,-2.2451798,-16.8753165,-0.9866745,-0.85315445,-0.5854371,-1.3205981,1.28918055,2.2792998,-2.0410414,-0.4755129,-0.554407667,-0.7267143,-0.129848433,0.320461933,-1.0154989,-0.19549355,-0.547652025,-0.295555825,-0.5364358,-0.57176115,-0.194343575,-0.3403984,-0.55388966,-0.6765685,-1.08506976,-1.91320722,-0.72065242,-0.290332583,-0.507163,-0.5301652,-0.51941625,-2.043822567,-0.854405817,-0.341002729,-0.468396171,-0.690063529,-0.376302286,-1.469542214,-0.926074586,-0.45478105,-0.432422475,-1.0063108,-0.8845821,-1.818849838,-1.024803563,-0.341576178,-0.422716467,-0.711225878,-0.465052067,-0.443322067,-0.895628456,-0.23872712,-0.40188205,-0.27899839,0.09100642,-0.36854081,-0.60809708
1982-07-01,-0.7002692,-1.0060397,-0.7403563,-3.24359,5.4980493,0.7903312,-2.0055741,0.2797702,-0.4923488,0.4610533,-2.9679064,-3.5972138,1.0355861,-0.9200178,-0.5788402,-2.2006192,-3.2796056,-7.2789915,-2.8258878,-0.6450236,-0.2357952,-1.6494535,0.4823815,1.9761399,-1.3560872,0.5640628,-0.3450684,1.6494535,2.8911882,10.5609001,0.1377724,-0.02785235,-0.4789515,0.8001567,-2.33794305,0.259919,0.09630685,-0.3539148,-0.566086433,-0.547758867,0.2740544,0.436723067,-0.604320133,-0.275436975,-0.49294725,-0.360356325,0.782753625,-0.346682525,-0.8340333,-0.16439554,-0.49282756,-0.1960744,0.03262162,-0.99678878,-0.46010942,-0.3455345,-0.440790733,-0.70006895,-0.713238783,-1.541324517,-0.669408917,-0.427603543,-0.460512086,-0.914433271,-1.079862614,-2.360991229,-0.977477329,-0.2882888,-0.429744613,-0.348747988,-0.307938188,-2.027806013,-0.607832,-0.327926,-0.408194678,-0.493270822,-0.220124889,-1.582923133,-0.690971467,-0.25917316,-0.35808938,-0.4703775,-0.31727287,-0.90680192,-0.68348292
1982-08-01,0.6445645,-0.7002692,-0.4305179,0.6023938,-2.9196882,3.7682684,-2.0765087,-1.0060397,-0.7403563,-3.24359,5.4980493,0.7903312,-2.0055741,0.2797702,-0.4923488,0.4610533,-2.9679064,-3.5972138,1.0355861,-0.9200178,-0.5788402,-2.2006192,-3.2796056,-7.2789915,-2.8258878,-0.6450236,-0.2357952,-1.6494535,0.4823815,1.9761399,-1.3560872,0.3022805,-0.4004574,0.59988545,0.2763267,-2.97266485,0.3729748,-0.031902733,-0.410477567,0.600721567,-0.7890116,-0.7256871,-0.4435197,-0.336734375,-0.353009825,-0.35446925,-1.7023939,-1.610266125,-0.761616375,-0.47059544,-0.43047912,-0.9322934,-0.26230526,-1.13014666,-1.01040792,-0.277677133,-0.394461317,-0.175069667,0.63066775,-0.891040467,-0.51205905,-0.1980418,-0.408445243,-0.084194957,0.116585729,-1.277636657,-0.290966886,-0.128336275,-0.3457823,-0.106712788,-0.046938075,-0.47064595,-0.331606775,-0.216300889,-0.371677622,-0.339369056,-0.406123356,-1.227128789,-0.608749111,-0.15419672,-0.30948111,0.05731949,0.08894973,-0.80172239,-0.37858793
1982-09-01,-0.0400035,0.6445645,-0.5273851,0.9979196,-1.7561979,-3.2484304,2.2691224,-0.7002692,-0.4305179,0.6023938,-2.9196882,3.7682684,-2.0765087,-1.0060397,-0.7403563,-3.24359,5.4980493,0.7903312,-2.0055741,0.2797702,-0.4923488,0.4610533,-2.9679064,-3.5972138,1.0355861,-0.9200178,-0.5788402,-2.2006192,-3.2796056,-7.2789915,-2.8258878,-0.6456164,-0.22706815,-1.5090952,-1.06684475,-3.48045125,-1.6195396,-0.2155561,-0.3271738,-0.6734236,-1.296629133,-3.403110967,-0.323318933,0.010061525,-0.298973425,0.39769455,0.30141135,-2.4762106,0.252432125,-0.13200462,-0.32528232,0.4386344,-0.34280856,-1.2273148,-0.21335604,-0.050070117,-0.255592217,0.3214724,-0.484274583,-0.159714167,-0.2804777,-0.1866372,-0.324844229,-0.187822229,0.370343114,-0.0239934,-0.526920043,-0.11271495,-0.252952763,0.2890951,0.892126163,0.357372675,-0.2494472,-0.069105489,-0.279552322,0.308201567,0.463233656,-0.082025822,-0.106665722,-0.05109195,-0.23577789,0.27738141,0.37568748,-0.35224557,-0.10957436
1982-10-01,-1.2512293,-0.0400035,-0.2735297,0.2018513,2.3088513,-2.6968993,-1.5231728,0.6445645,-0.5273851,0.9979196,-1.7561979,-3.2484304,2.2691224,-0.7002692,-0.4305179,0.6023938,-2.9196882,3.7682684,-2.0765087,-1.0060397,-0.7403563,-3.24359,5.4980493,0.7903312,-2.0055741,0.2797702,-0.4923488,0.4610533,-2.9679064,-3.5972138,1.0355861,-0.28215745,-0.19748945,0.19550365,0.326496,-1.97975635,0.13188945,-0.201439467,-0.2228362,0.197619533,0.9872811,-2.218804,-0.419797967,-0.061179,-0.143912575,0.08213025,0.44255965,-0.36953075,-0.468869975,0.0799697,-0.22060708,0.26528812,0.00280814,-0.94531068,0.0787285,0.134098217,-0.14212465,0.8256595,0.7597747,-0.2832697,0.347750867,0.014902871,-0.183323686,0.7937644,0.234137143,0.295521457,0.001428071,0.02691875,-0.140634225,0.69454385,0.153341488,-0.089446638,-0.01571945,-0.087854411,-0.207270011,0.256973422,0.747197911,0.008306456,-0.236814411,0.00175865,-0.1342682,0.33890192,0.56875485,0.37695063,-0.15147852
1982-11-01,0.6869144,-1.2512293,-0.1806066,-3.2200417,-4.4425408,-4.2640032,-1.7159064,-0.0400035,-0.2735297,0.2018513,2.3088513,-2.6968993,-1.5231728,0.6445645,-0.5273851,0.9979196,-1.7561979,-3.2484304,2.2691224,-0.7002692,-0.4305179,0.6023938,-2.9196882,3.7682684,-2.0765087,-1.0060397,-0.7403563,-3.24359,5.4980493,0.7903312,-2.0055741,0.5232584,-0.060757,1.6733557,1.95196405,2.74138975,0.68179965,-0.0682375,-0.100706867,0.042223233,-0.179537567,0.406258767,-0.1174357,0.050007075,-0.012958275,0.938546525,1.0014987,1.061427875,0.3351389,0.03200496,-0.06507256,0.79120748,1.26296922,0.30976244,-0.03652344,0.045175783,-0.0278618,0.659339567,0.983769667,-0.20590185,-0.05306155,0.130802743,-0.099222271,0.707708143,0.592345729,-0.640548786,0.278679014,0.215486925,-0.021475975,0.753776925,0.388648425,-0.098636663,0.3209122,0.113736244,-0.066925078,0.736956578,0.021055467,0.331019456,0.0545321,0.13836378,-0.00731487,0.73219275,0.34178737,0.06062155,0.22516334
1982-12-01,0.3596024,0.6869144,-0.2143723,3.611049,5.0955328,0.3044905,1.9796853,-1.2512293,-0.1806066,-3.2200417,-4.4425408,-4.2640032,-1.7159064,-0.0400035,-0.2735297,0.2018513,2.3088513,-2.6968993,-1.5231728,0.6445645,-0.5273851,0.9979196,-1.7561979,-3.2484304,2.2691224,-0.7002692,-0.4305179,0.6023938,-2.9196882,3.7682684,-2.0765087,0.3821716,0.1715729,1.6815894,1.6765014,4.1026121,0.53838835,0.483752533,0.0429245,2.3247426,2.816178533,2.836571567,1.018820667,0.390571875,0.071741375,1.74355695,2.009076875,1.43137285,0.730177475,0.06221164,0.02127178,0.75083722,0.71875334,0.29229764,0.2409607,0.186555733,0.104851167,0.805074083,0.426089,0.859372733,0.303558,0.154190129,0.050796757,0.7188994,0.695055043,0.351333871,0.042596457,0.179917813,0.110594288,0.715201763,1.011719975,0.010797188,0.257377463,0.231545222,0.039707689,0.746614856,0.704173544,-0.351339211,0.480904678,0.31500627,0.05392281,0.86953065,0.78644976,-0.18947991,0.50800332
1983-01-01,0.4047408,0.3596024,0.0928583,-0.2643376,-1.1916047,5.178289,-0.616086,0.6869144,-0.2143723,3.611049,5.0955328,0.3044905,1.9796853,-1.2512293,-0.1806066,-3.2200417,-4.4425408,-4.2640032,-1.7159064,-0.0400035,-0.2735297,0.2018513,2.3088513,-2.6968993,-1.5231728,0.6445645,-0.5273851,0.9979196,-1.7561979,-3.2484304,2.2691224,0.25788535,0.20423975,1.8137582,2.0661897,0.12135595,0.7785553,0.291791033,0.1671126,1.1210596,0.980258233,1.8070003,0.313674867,0.420912325,0.256021475,1.1098593,0.4758855,2.278937275,0.389392275,0.47411274,0.16194272,1.61009724,1.39981496,1.88404792,0.70745088,0.455095883,0.223148433,1.456634083,1.704574883,1.174546667,0.883016483,0.211335143,0.165469143,0.788537543,0.8264155,0.397610971,0.511741786,0.318187713,0.167517863,0.93694195,0.913980525,0.506316325,0.54176045,0.278388689,0.118512578,0.855265211,1.068966167,0.150403478,0.312323422,0.40802714,0.16937229,1.18385811,0.99638791,0.37698986,0.59077291
1983-02-01,0.1110299,0.4047408,0.2502875,3.6275164,4.5446075,3.0269352,1.6928627,0.3596024,0.0928583,-0.2643376,-1.1916047,5.178289,-0.616086,0.6869144,-0.2143723,3.611049,5.0955328,0.3044905,1.9796853,-1.2512293,-0.1806066,-3.2200417,-4.4425408,-4.2640032,-1.7159064,-0.0400035,-0.2735297,0.2018513,2.3088513,-2.6968993,-1.5231728,0.45965305,0.34047005,0.5381292,-0.7247304,0.45526245,0.2403962,0.441348967,0.3104092,1.567924933,1.031715567,1.3124867,0.7245517,0.421014625,0.36510115,1.348273275,1.5808803,0.391125125,0.9836249,0.40873218,0.31065258,1.0257511,1.0263833,1.3485579,0.66368272,0.518302767,0.289186967,1.18408805,1.1098087,1.335007217,0.678384117,0.542390143,0.217249929,1.530796757,1.679197857,1.187790543,0.864284286,0.671438025,0.2684824,1.857096438,1.512196075,1.341350138,1.143351038,0.457808322,0.218583622,1.292969978,0.850558644,0.7185331,0.825655767,0.36152541,0.24379525,0.98567894,1.07001947,0.73505374,0.74127613
1983-03-01,0.8082762,0.1110299,0.158192,0,-0.4122281,-2.7842233,-0.1357521,0.4047408,0.2502875,3.6275164,4.5446075,3.0269352,1.6928627,0.3596024,0.0928583,-0.2643376,-1.1916047,5.178289,-0.616086,0.6869144,-0.2143723,3.611049,5.0955328,0.3044905,1.9796853,-1.2512293,-0.1806066,-3.2200417,-4.4425408,-4.2640032,-1.7159064,0.5841439,0.52596255,0.88278835,1.0955709,0.6608943,1.1886945,0.426439233,0.403372367,0.588525567,0.592971233,-0.487478233,0.7472123,0.58636835,0.347994,0.935337375,0.82646235,-0.048795225,0.748382,0.55004284,0.3284527,1.47377318,1.57009138,0.56635086,0.93727814,0.720831233,0.378228867,1.91834335,1.36560675,0.874670267,1.2972015,0.669227114,0.337461643,1.606531786,1.000290829,1.489472943,1.023874714,0.522446125,0.354116425,1.183222763,1.255900338,1.413756263,0.8936228,0.540720378,0.290951011,1.452981233,1.682526167,1.290504511,1.014296411,0.55613369,0.30978393,1.64896062,1.44722736,1.7292951,1.14262909
1983-04-01,0.3600116,0.8082762,0.5227481,1.0762584,-1.0372327,3.6947482,0.6165445,0.1110299,0.158192,0,-0.4122281,-2.7842233,-0.1357521,0.4047408,0.2502875,3.6275164,4.5446075,3.0269352,1.6928627,0.3596024,0.0928583,-0.2643376,-1.1916047,5.178289,-0.616086,0.6869144,-0.2143723,3.611049,5.0955328,0.3044905,1.9796853,0.71308365,0.35551795,1.33254555,2.3776551,-0.5528529,1.2563678,0.7448145,0.411261333,1.2471165,1.239359167,0.863014133,1.043093367,0.952304175,0.465223425,1.970635925,1.015315275,1.251327425,1.5565246,0.78404932,0.40381714,1.57650874,0.7298066,0.44421728,1.21806926,0.5692043,0.414964267,1.01710055,1.115699983,0.517470983,1.012034283,0.545709514,0.391439014,1.3900171,1.605543914,0.875965871,1.109295486,0.564352513,0.402419163,1.64286185,1.321043188,1.476271438,1.25783645,0.5416025,0.368023511,1.4309508,1.041860089,1.887606722,1.049622844,0.55665955,0.37391028,1.27018118,3.14621662,2.24754752,1.17709256
