date,GDP,GDP_lag1,EMP_CAN_lag1,GDP_lag2,EMP_CAN_lag2,GDP_lag3,EMP_CAN_lag3,GDP_lag4,EMP_CAN_lag4,GDP_lag5,EMP_CAN_lag5,GDP_lag1_roll_2,EMP_CAN_lag1_roll_2,GDP_lag2_roll_2,EMP_CAN_lag2_roll_2,GDP_lag3_roll_2,EMP_CAN_lag3_roll_2,GDP_lag4_roll_2,EMP_CAN_lag4_roll_2,GDP_lag5_roll_2,GDP_lag1_roll_3,EMP_CAN_lag1_roll_3,GDP_lag2_roll_3,EMP_CAN_lag2_roll_3,GDP_lag3_roll_3,EMP_CAN_lag3_roll_3,GDP_lag4_roll_3,EMP_CAN_lag4_roll_3,GDP_lag5_roll_3,GDP_lag1_roll_4,EMP_CAN_lag1_roll_4,GDP_lag2_roll_4,EMP_CAN_lag2_roll_4,GDP_lag3_roll_4,EMP_CAN_lag3_roll_4,GDP_lag4_roll_4,EMP_CAN_lag4_roll_4,GDP_lag5_roll_4,GDP_lag1_roll_5,EMP_CAN_lag1_roll_5,GDP_lag2_roll_5,EMP_CAN_lag2_roll_5,GDP_lag3_roll_5,EMP_CAN_lag3_roll_5,GDP_lag4_roll_5,EMP_CAN_lag4_roll_5,GDP_lag5_roll_5,GDP_lag1_roll_6,EMP_CAN_lag1_roll_6,GDP_lag2_roll_6,EMP_CAN_lag2_roll_6,GDP_lag3_roll_6,EMP_CAN_lag3_roll_6,GDP_lag4_roll_6,EMP_CAN_lag4_roll_6,GDP_lag5_roll_6,GDP_lag1_roll_7,EMP_CAN_lag1_roll_7,GDP_lag2_roll_7,EMP_CAN_lag2_roll_7,GDP_lag3_roll_7,EMP_CAN_lag3_roll_7,GDP_lag4_roll_7,EMP_CAN_lag4_roll_7,GDP_lag5_roll_7,GDP_lag1_roll_8,EMP_CAN_lag1_roll_8,GDP_lag2_roll_8,EMP_CAN_lag2_roll_8,GDP_lag3_roll_8,EMP_CAN_lag3_roll_8,GDP_lag4_roll_8,EMP_CAN_lag4_roll_8,GDP_lag5_roll_8,GDP_lag1_roll_9,EMP_CAN_lag1_roll_9,GDP_lag2_roll_9,EMP_CAN_lag2_roll_9,GDP_lag3_roll_9,EMP_CAN_lag3_roll_9,GDP_lag4_roll_9,EMP_CAN_lag4_roll_9,GDP_lag5_roll_9,GDP_lag1_roll_10,EMP_CAN_lag1_roll_10,GDP_lag2_roll_10,EMP_CAN_lag2_roll_10,GDP_lag3_roll_10,EMP_CAN_lag3_roll_10,GDP_lag4_roll_10,EMP_CAN_lag4_roll_10,GDP_lag5_roll_10,EMP_CAN_lag5_roll_2,EMP_CAN_lag5_roll_3,EMP_CAN_lag5_roll_4,EMP_CAN_lag5_roll_5,EMP_CAN_lag5_roll_6,EMP_CAN_lag5_roll_7,EMP_CAN_lag5_roll_8,EMP_CAN_lag5_roll_9,EMP_CAN_lag5_roll_10
1987-03-01,0.1870623,1.0060656,0.2426404,0.2812122,0.184437,1.1083019,-0.0190384,-0.3013679,0.1855718,-0.0927922,0.2025334,0.596564,0.3294362,0.6436389,0.2135387,0.6947571,0.0826993,0.403467,0.0832667,-0.1970801,0.4914467,0.2811031,0.7985266,0.136013,0.3627154,0.1169901,0.2380473,0.1230223,-0.0853195,0.4083417,0.3081177,0.6456605,0.2060678,0.523553,0.1484027,0.2488385,0.138376,0.2130858,0.5483337,0.2426865,0.4562548,0.2019686,0.4002839,0.1592288,0.2267111,0.1281572,0.1314923,0.5024415,0.278654,0.4067168,0.2331674,0.364747,0.2020627,0.3566035,0.1472377,0.1564456,0.3876116,0.2653566,0.3353583,0.2287911,0.3323833,0.1856655,0.2778199,0.1352357,0.2185945,0.430029,0.2664279,0.3275611,0.2575037,0.3107137,0.2111025,0.2664752,0.1703602,0.3170284,0.3719377,0.2593285,0.3065212,0.2385902,0.2545365,0.1946714,0.3025877,0.1516157,0.2746275,0.4007292,0.2545593,0.3485641,0.2421239,0.2563809,0.2210535,0.2882316,0.1753703,0.265871,0.1940526,0.1584625,0.1140873,0.1039144,0.1173349,0.1008099,0.1185387,0.1421361,0.1695457
1987-04-01,0.1590265,0.1870623,0.416232,1.0060656,0.2426404,0.2812122,0.184437,1.1083019,-0.0190384,-0.3013679,0.1855718,0.1730444,0.4026967,0.596564,0.3294362,0.6436389,0.2135387,0.6947571,0.0826993,0.403467,0.4507181,0.3493446,0.4914467,0.2811031,0.7985266,0.136013,0.3627154,0.1169901,0.2380473,0.4062838,0.3766314,0.4083417,0.3081177,0.6456605,0.2060678,0.523553,0.1484027,0.2488385,0.3812695,0.3381925,0.5483337,0.2426865,0.4562548,0.2019686,0.4002839,0.1592288,0.2267111,0.438883,0.3274816,0.5024415,0.278654,0.4067168,0.2331674,0.364747,0.2020627,0.3566035,0.5345143,0.2779788,0.3876116,0.2653566,0.3353583,0.2287911,0.3323833,0.1856655,0.2778199,0.5501815,0.269686,0.430029,0.2664279,0.3275611,0.2575037,0.3107137,0.2111025,0.2664752,0.4555649,0.26034,0.3719377,0.2593285,0.3065212,0.2385902,0.2545365,0.1946714,0.3025877,0.4471877,0.2591425,0.4007292,0.2545593,0.3485641,0.2421239,0.2563809,0.2210535,0.2882316,0.0832667,0.1230223,0.138376,0.1281572,0.1472377,0.1352357,0.1703602,0.1516157,0.1753703
1987-05-01,0.2729807,0.1590265,0.3891613,0.1870623,0.416232,1.0060656,0.2426404,0.2812122,0.184437,1.1083019,-0.0190384,0.2160036,0.4238266,0.1730444,0.4026967,0.596564,0.3294362,0.6436389,0.2135387,0.6947571,0.2063565,0.4212951,0.4507181,0.3493446,0.4914467,0.2811031,0.7985266,0.136013,0.3627154,0.336505,0.3844531,0.4062838,0.3766314,0.4083417,0.3081177,0.6456605,0.2060678,0.523553,0.4704171,0.3560905,0.3812695,0.3381925,0.5483337,0.2426865,0.4562548,0.2019686,0.4002839,0.5019896,0.3320149,0.438883,0.3274816,0.5024415,0.278654,0.4067168,0.2331674,0.364747,0.47045,0.3109324,0.5345143,0.2779788,0.3876116,0.2653566,0.3353583,0.2287911,0.3323833,0.4581179,0.3031114,0.5501815,0.269686,0.430029,0.2664279,0.3275611,0.2575037,0.3107137,0.5303605,0.267317,0.4555649,0.26034,0.3719377,0.2593285,0.3065212,0.2385902,0.2545365,0.5392195,0.277443,0.4471877,0.2591425,0.4007292,0.2545593,0.3485641,0.2421239,0.2563809,0.0826993,0.1169901,0.1484027,0.1592288,0.2020627,0.1856655,0.2111025,0.1946714,0.2210535
1987-06-01,0.7269506,0.2729807,0.4584919,0.1590265,0.3891613,0.1870623,0.416232,1.0060656,0.2426404,0.2812122,0.184437,0.4999657,0.3662095,0.2160036,0.4238266,0.1730444,0.4026967,0.596564,0.3294362,0.6436389,0.3863193,0.3738601,0.2063565,0.4212951,0.4507181,0.3493446,0.4914467,0.2811031,0.7985266,0.4547025,0.3333043,0.336505,0.3844531,0.4062838,0.3766314,0.4083417,0.3081177,0.6456605,0.4011744,0.3498898,0.4704171,0.3560905,0.3812695,0.3381925,0.5483337,0.2426865,0.4562548,0.3962775,0.332969,0.5019896,0.3320149,0.438883,0.3274816,0.5024415,0.278654,0.4067168,0.4833901,0.3200649,0.47045,0.3109324,0.5345143,0.2779788,0.3876116,0.2653566,0.3353583,0.5003352,0.3261289,0.4581179,0.3031114,0.5501815,0.269686,0.430029,0.2664279,0.3275611,0.4759882,0.3103854,0.5303605,0.267317,0.4555649,0.26034,0.3719377,0.2593285,0.3065212,0.4617991,0.3319378,0.5392195,0.277443,0.4471877,0.2591425,0.4007292,0.2545593,0.3485641,0.2135387,0.136013,0.2060678,0.2019686,0.2331674,0.2287911,0.2575037,0.2385902,0.2421239
1987-07-01,0.659852,0.7269506,0.2739271,0.2729807,0.4584919,0.1590265,0.3891613,0.1870623,0.416232,1.0060656,0.2426404,0.6934013,0.242782,0.4999657,0.3662095,0.2160036,0.4238266,0.1730444,0.4026967,0.596564,0.5532611,0.3146853,0.3863193,0.3738601,0.2063565,0.4212951,0.4507181,0.3493446,0.4914467,0.5078941,0.2981052,0.4547025,0.3333043,0.336505,0.3844531,0.4062838,0.3766314,0.4083417,0.4381206,0.3163164,0.4011744,0.3498898,0.4704171,0.3560905,0.3812695,0.3381925,0.5483337,0.4682589,0.3250265,0.3962775,0.332969,0.5019896,0.3320149,0.438883,0.3274816,0.5024415,0.4280879,0.3380559,0.4833901,0.3200649,0.47045,0.3109324,0.5345143,0.2779788,0.3876116,0.4163391,0.3615375,0.5003352,0.3261289,0.4581179,0.3031114,0.5501815,0.269686,0.430029,0.4818643,0.3483267,0.4759882,0.3103854,0.5303605,0.267317,0.4555649,0.26034,0.3719377,0.4949876,0.3390871,0.4617991,0.3319378,0.5392195,0.277443,0.4471877,0.2591425,0.4007292,0.3294362,0.2811031,0.3081177,0.2426865,0.278654,0.2653566,0.2664279,0.2593285,0.2545593
1987-08-01,0.371793,0.659852,0.2116369,0.7269506,0.2739271,0.2729807,0.4584919,0.1590265,0.3891613,0.1870623,0.416232,0.5158225,0.2300009,0.6934013,0.242782,0.4999657,0.3662095,0.2160036,0.4238266,0.1730444,0.5861985,0.244643,0.5532611,0.3146853,0.3863193,0.3738601,0.2063565,0.4212951,0.4507181,0.5943865,0.2756265,0.5078941,0.2981052,0.4547025,0.3333043,0.336505,0.3844531,0.4062838,0.5301054,0.3121996,0.4381206,0.3163164,0.4011744,0.3498898,0.4704171,0.3560905,0.3812695,0.4974373,0.3478178,0.4682589,0.3250265,0.3962775,0.332969,0.5019896,0.3320149,0.438883,0.4490929,0.353724,0.4280879,0.3380559,0.4833901,0.3200649,0.47045,0.3109324,0.5345143,0.4695935,0.3414999,0.4163391,0.3615375,0.5003352,0.3261289,0.4581179,0.3031114,0.5501815,0.4382011,0.3498034,0.4818643,0.3483267,0.4759882,0.3103854,0.5303605,0.267317,0.4555649,0.4048822,0.3657341,0.4949876,0.3390871,0.4617991,0.3319378,0.5392195,0.277443,0.4471877,0.4026967,0.3493446,0.3766314,0.3381925,0.3274816,0.2779788,0.269686,0.26034,0.2591425
1987-09-01,0.6189505,0.371793,0.2483649,0.659852,0.2116369,0.7269506,0.2739271,0.2729807,0.4584919,0.1590265,0.3891613,0.4953718,0.308471,0.5158225,0.2300009,0.6934013,0.242782,0.4999657,0.3662095,0.2160036,0.5501985,0.2761929,0.5861985,0.244643,0.5532611,0.3146853,0.3863193,0.3738601,0.2063565,0.4961732,0.338622,0.5943865,0.2756265,0.5078941,0.2981052,0.4547025,0.3333043,0.336505,0.5423286,0.325683,0.5301054,0.3121996,0.4381206,0.3163164,0.4011744,0.3498898,0.4704171,0.5541235,0.3140576,0.4974373,0.3478178,0.4682589,0.3250265,0.3962775,0.332969,0.5019896,0.5139602,0.3346911,0.4490929,0.353724,0.4280879,0.3380559,0.4833901,0.3200649,0.47045,0.4628416,0.3564934,0.4695935,0.3414999,0.4163391,0.3615375,0.5003352,0.3261289,0.4581179,0.4290844,0.3601232,0.4382011,0.3498034,0.4818643,0.3483267,0.4759882,0.3103854,0.5303605,0.3927695,0.3388814,0.4048822,0.3657341,0.4949876,0.3390871,0.4617991,0.3319378,0.5392195,0.4238266,0.4212951,0.3844531,0.3560905,0.3320149,0.3109324,0.3031114,0.267317,0.277443
1987-10-01,0.3340971,0.6189505,0.368577,0.371793,0.2483649,0.659852,0.2116369,0.7269506,0.2739271,0.2729807,0.4584919,0.4765238,0.4472431,0.4953718,0.308471,0.5158225,0.2300009,0.6934013,0.242782,0.4999657,0.4416135,0.3809504,0.5501985,0.2761929,0.5861985,0.244643,0.5532611,0.3146853,0.3863193,0.4844846,0.3496954,0.4961732,0.338622,0.5943865,0.2756265,0.5078941,0.2981052,0.4547025,0.519558,0.3220837,0.5423286,0.325683,0.5301054,0.3121996,0.4381206,0.3163164,0.4011744,0.450467,0.3532547,0.5541235,0.3140576,0.4974373,0.3478178,0.4682589,0.3250265,0.3962775,0.4899646,0.3419222,0.5139602,0.3346911,0.4490929,0.353724,0.4280879,0.3380559,0.4833901,0.4369609,0.3176451,0.4628416,0.3564934,0.4695935,0.3414999,0.4163391,0.3615375,0.5003352,0.4187409,0.3332948,0.4290844,0.3601232,0.4382011,0.3498034,0.4818643,0.3483267,0.4759882,0.401206,0.33221,0.3927695,0.3388814,0.4048822,0.3657341,0.4949876,0.3390871,0.4617991,0.3662095,0.3738601,0.3333043,0.3498898,0.332969,0.3200649,0.3261289,0.3103854,0.3319378
1987-11-01,0.6130976,0.3340971,0.5259092,0.6189505,0.368577,0.371793,0.2483649,0.659852,0.2116369,0.7269506,0.2739271,0.4735974,0.3909199,0.4765238,0.4472431,0.4953718,0.308471,0.5158225,0.2300009,0.6934013,0.5220484,0.3834722,0.4416135,0.3809504,0.5501985,0.2761929,0.5861985,0.244643,0.5532611,0.4177892,0.4148816,0.4844846,0.3496954,0.4961732,0.338622,0.5943865,0.2756265,0.5078941,0.4085899,0.3815783,0.519558,0.3220837,0.5423286,0.325683,0.5301054,0.3121996,0.4381206,0.3514808,0.3425995,0.450467,0.3532547,0.5541235,0.3140576,0.4974373,0.3478178,0.4682589,0.3955338,0.3238906,0.4899646,0.3419222,0.5139602,0.3346911,0.4490929,0.353724,0.4280879,0.3765161,0.3237101,0.4369609,0.3176451,0.4628416,0.3564934,0.4695935,0.3414999,0.4163391,0.4154533,0.3181787,0.4187409,0.3332948,0.4290844,0.3601232,0.4382011,0.3498034,0.4818643,0.4910565,0.3021678,0.401206,0.33221,0.3927695,0.3388814,0.4048822,0.3657341,0.4949876,0.242782,0.3146853,0.2981052,0.3163164,0.3250265,0.3380559,0.3615375,0.3483267,0.3390871
1987-12-01,0.1050115,0.6130976,0.2559305,0.3340971,0.5259092,0.6189505,0.368577,0.371793,0.2483649,0.659852,0.2116369,0.3590546,0.3825201,0.4735974,0.3909199,0.4765238,0.4472431,0.4953718,0.308471,0.5158225,0.3507354,0.4303165,0.5220484,0.3834722,0.4416135,0.3809504,0.5501985,0.2761929,0.5861985,0.2795354,0.3596638,0.4177892,0.4148816,0.4844846,0.3496954,0.4961732,0.338622,0.5943865,0.3474184,0.3614464,0.4085899,0.3815783,0.519558,0.3220837,0.5423286,0.325683,0.5301054,0.3300806,0.3549465,0.3514808,0.3425995,0.450467,0.3532547,0.5541235,0.3140576,0.4974373,0.3360395,0.3397206,0.3955338,0.3238906,0.4899646,0.3419222,0.5139602,0.3346911,0.4490929,0.4404703,0.3170143,0.3765161,0.3237101,0.4369609,0.3176451,0.4628416,0.3564934,0.4695935,0.464846,0.3053057,0.4154533,0.3181787,0.4187409,0.3332948,0.4290844,0.3601232,0.4382011,0.4099311,0.2853519,0.4910565,0.3021678,0.401206,0.33221,0.3927695,0.3388814,0.4048822,0.2300009,0.244643,0.2756265,0.3121996,0.3478178,0.353724,0.3414999,0.3498034,0.3657341
1988-01-01,0.0659352,0.1050115,0.5091097,0.6130976,0.2559305,0.3340971,0.5259092,0.6189505,0.368577,0.371793,0.2483649,0.0854734,0.3284078,0.3590546,0.3825201,0.4735974,0.3909199,0.4765238,0.4472431,0.4953718,0.2613481,0.3042487,0.3507354,0.4303165,0.5220484,0.3834722,0.4416135,0.3809504,0.5501985,0.2568591,0.3087982,0.2795354,0.3596638,0.4177892,0.4148816,0.4844846,0.3496954,0.4961732,0.2723067,0.3522204,0.3474184,0.3614464,0.4085899,0.3815783,0.519558,0.3220837,0.5423286,0.4221698,0.3198621,0.3300806,0.3549465,0.3514808,0.3425995,0.450467,0.3532547,0.5541235,0.4502813,0.3268213,0.3360395,0.3397206,0.3955338,0.3238906,0.4899646,0.3419222,0.5139602,0.3834582,0.2991896,0.4404703,0.3170143,0.3765161,0.3237101,0.4369609,0.3176451,0.4628416,0.3821621,0.2935424,0.464846,0.3053057,0.4154533,0.3181787,0.4187409,0.3332948,0.4290844,0.4113111,0.2671067,0.4099311,0.2853519,0.4910565,0.3021678,0.401206,0.33221,0.3927695,0.308471,0.2761929,0.338622,0.325683,0.3140576,0.3346911,0.3564934,0.3601232,0.3388814
1988-02-01,0.2433919,0.0659352,0.1477058,0.1050115,0.5091097,0.6130976,0.2559305,0.3340971,0.5259092,0.6189505,0.368577,0.1546636,0.2350763,0.0854734,0.3284078,0.3590546,0.3825201,0.4735974,0.3909199,0.4765238,0.1381129,0.3264208,0.2613481,0.3042487,0.3507354,0.4303165,0.5220484,0.3834722,0.4416135,0.396456,0.2843332,0.2568591,0.3087982,0.2795354,0.3596638,0.4177892,0.4148816,0.4844846,0.4397843,0.2786526,0.2723067,0.3522204,0.3474184,0.3614464,0.4085899,0.3815783,0.519558,0.3524364,0.2498384,0.4221698,0.3198621,0.3300806,0.3549465,0.3514808,0.3425995,0.450467,0.3498165,0.2892771,0.4502813,0.3268213,0.3360395,0.3397206,0.3955338,0.3238906,0.4899646,0.3902959,0.2567656,0.3834582,0.2991896,0.4404703,0.3170143,0.3765161,0.3237101,0.4369609,0.415702,0.2691891,0.3821621,0.2935424,0.464846,0.3053057,0.4154533,0.3181787,0.4187409,0.3962501,0.256771,0.4113111,0.2671067,0.4099311,0.2853519,0.4910565,0.3021678,0.401206,0.4472431,0.3809504,0.3496954,0.3220837,0.3532547,0.3419222,0.3176451,0.3332948,0.33221
1988-03-01,1.1714853,0.2433919,0.3224468,0.0659352,0.1477058,0.1050115,0.5091097,0.6130976,0.2559305,0.3340971,0.5259092,0.7074386,0.2402586,0.1546636,0.2350763,0.0854734,0.3284078,0.3590546,0.3825201,0.4735974,0.4936041,0.2094076,0.1381129,0.3264208,0.2613481,0.3042487,0.3507354,0.4303165,0.5220484,0.3491273,0.1834976,0.396456,0.2843332,0.2568591,0.3087982,0.2795354,0.3596638,0.4177892,0.3003041,0.24862,0.4397843,0.2786526,0.2723067,0.3522204,0.3474184,0.3614464,0.4085899,0.3625288,0.2120475,0.3524364,0.2498384,0.4221698,0.3198621,0.3300806,0.3549465,0.3514808,0.3983243,0.2183165,0.3498165,0.2892771,0.4502813,0.3268213,0.3360395,0.3397206,0.3955338,0.3761817,0.209153,0.3902959,0.2567656,0.3834582,0.2991896,0.4404703,0.3170143,0.3765161,0.3715056,0.2443481,0.415702,0.2691891,0.3821621,0.2935424,0.464846,0.3053057,0.4154533,0.3111912,0.2306965,0.3962501,0.256771,0.4113111,0.2671067,0.4099311,0.2853519,0.4910565,0.3909199,0.3834722,0.4148816,0.3815783,0.3425995,0.3238906,0.3237101,0.3181787,0.3021678
1988-04-01,-0.0843034,1.1714853,0.1580703,0.2433919,0.3224468,0.0659352,0.1477058,0.1050115,0.5091097,0.6130976,0.2559305,0.543591,0.1319189,0.7074386,0.2402586,0.1546636,0.2350763,0.0854734,0.3284078,0.3590546,0.4435246,0.1954282,0.4936041,0.2094076,0.1381129,0.3264208,0.2613481,0.3042487,0.3507354,0.5010565,0.1538674,0.3491273,0.1834976,0.396456,0.2843332,0.2568591,0.3087982,0.2795354,0.4140323,0.152635,0.3003041,0.24862,0.4397843,0.2786526,0.2723067,0.3522204,0.3474184,0.3818908,0.151364,0.3625288,0.2120475,0.3524364,0.2498384,0.4221698,0.3198621,0.3300806,0.3423366,0.2024705,0.3983243,0.2183165,0.3498165,0.2892771,0.4502813,0.3268213,0.3360395,0.2705897,0.1906407,0.3761817,0.209153,0.3902959,0.2567656,0.3834582,0.2991896,0.4404703,0.3086461,0.1978951,0.3715056,0.2443481,0.415702,0.2691891,0.3821621,0.2935424,0.464846,0.2978154,0.1845542,0.3111912,0.2306965,0.3962501,0.256771,0.4113111,0.2671067,0.4099311,0.3825201,0.4303165,0.3596638,0.3614464,0.3549465,0.3397206,0.3170143,0.3053057,0.2853519
1988-05-01,0.6736523,-0.0843034,0.1057675,1.1714853,0.1580703,0.2433919,0.3224468,0.0659352,0.1477058,0.1050115,0.5091097,0.2946745,0.0674762,0.543591,0.1319189,0.7074386,0.2402586,0.1546636,0.2350763,0.0854734,0.5869447,0.0976742,0.4435246,0.1954282,0.4936041,0.2094076,0.1381129,0.3264208,0.2613481,0.4955044,0.1095078,0.5010565,0.1538674,0.3491273,0.1834976,0.396456,0.2843332,0.2568591,0.4450819,0.1520956,0.4140323,0.152635,0.3003041,0.24862,0.4397843,0.2786526,0.2723067,0.3322951,0.1447184,0.3818908,0.151364,0.3625288,0.2120475,0.3524364,0.2498384,0.4221698,0.2942437,0.1451451,0.3423366,0.2024705,0.3983243,0.2183165,0.3498165,0.2892771,0.4502813,0.2825056,0.1350628,0.2705897,0.1906407,0.3761817,0.209153,0.3902959,0.2567656,0.3834582,0.262784,0.1766235,0.3086461,0.1978951,0.3715056,0.2443481,0.415702,0.2691891,0.3821621,0.2747209,0.169019,0.2978154,0.1845542,0.3111912,0.2306965,0.3962501,0.256771,0.4113111,0.3284078,0.3042487,0.3087982,0.3522204,0.3198621,0.3268213,0.2991896,0.2935424,0.2671067
1988-06-01,0.2211833,0.6736523,0.0291848,-0.0843034,0.1057675,1.1714853,0.1580703,0.2433919,0.3224468,0.0659352,0.1477058,0.4474178,0.0870968,0.2946745,0.0674762,0.543591,0.1319189,0.7074386,0.2402586,0.1546636,0.2701774,0.0933203,0.5869447,0.0976742,0.4435246,0.1954282,0.4936041,0.2094076,0.1381129,0.1447234,0.0969483,0.4955044,0.1095078,0.5010565,0.1538674,0.3491273,0.1834976,0.396456,0.3500758,0.1091727,0.4450819,0.1520956,0.4140323,0.152635,0.3003041,0.24862,0.4397843,0.3251196,0.1017249,0.3322951,0.1447184,0.3818908,0.151364,0.3625288,0.2120475,0.3524364,0.3134442,0.1332566,0.2942437,0.1451451,0.3423366,0.2024705,0.3983243,0.2183165,0.3498165,0.3220328,0.1291718,0.2825056,0.1350628,0.2705897,0.1906407,0.3761817,0.209153,0.3902959,0.2935775,0.1312312,0.262784,0.1766235,0.3086461,0.1978951,0.3715056,0.2443481,0.415702,0.2657789,0.1433651,0.2747209,0.169019,0.2978154,0.1845542,0.3111912,0.2306965,0.3962501,0.2350763,0.3264208,0.2843332,0.2786526,0.2498384,0.2892771,0.2567656,0.2691891,0.256771
1988-07-01,-0.2316387,0.2211833,0.1450087,0.6736523,0.0291848,-0.0843034,0.1057675,1.1714853,0.1580703,0.2433919,0.3224468,-0.00523,0.1264204,0.4474178,0.0870968,0.2946745,0.0674762,0.543591,0.1319189,0.7074386,0.2210656,0.0940085,0.2701774,0.0933203,0.5869447,0.0976742,0.4435246,0.1954282,0.4936041,0.2158839,0.0866279,0.1447234,0.0969483,0.4955044,0.1095078,0.5010565,0.1538674,0.3491273,0.1558464,0.0904558,0.3500758,0.1091727,0.4450819,0.1520956,0.4140323,0.152635,0.3003041,0.1935642,0.0921429,0.3251196,0.1017249,0.3322951,0.1447184,0.3818908,0.151364,0.3625288,0.3332672,0.1015611,0.3134442,0.1332566,0.2942437,0.1451451,0.3423366,0.2024705,0.3983243,0.2935578,0.1204373,0.3220328,0.1291718,0.2825056,0.1350628,0.2705897,0.1906407,0.3761817,0.2879838,0.1428828,0.2935775,0.1312312,0.262784,0.1766235,0.3086461,0.1978951,0.3715056,0.2751229,0.152694,0.2657789,0.1433651,0.2747209,0.169019,0.2978154,0.1845542,0.3111912,0.2402586,0.2094076,0.1834976,0.24862,0.2120475,0.2183165,0.209153,0.2443481,0.2306965
1988-08-01,0.2003386,-0.2316387,0.107832,0.2211833,0.1450087,0.6736523,0.0291848,-0.0843034,0.1057675,1.1714853,0.1580703,-0.0156501,0.0861591,-0.00523,0.1264204,0.4474178,0.0870968,0.2946745,0.0674762,0.543591,0.0632944,0.1057756,0.2210656,0.0940085,0.2701774,0.0933203,0.5869447,0.0976742,0.4435246,0.1430091,0.1044763,0.2158839,0.0866279,0.1447234,0.0969483,0.4955044,0.1095078,0.5010565,0.2491378,0.089418,0.1558464,0.0904558,0.3500758,0.1091727,0.4450819,0.1520956,0.4140323,0.2102134,0.1166102,0.1935642,0.0921429,0.3251196,0.1017249,0.3322951,0.1447184,0.3818908,0.1681396,0.1150612,0.3332672,0.1015611,0.3134442,0.1332566,0.2942437,0.1451451,0.3423366,0.1670439,0.1308028,0.2935578,0.1204373,0.3220328,0.1291718,0.2825056,0.1350628,0.2705897,0.2786485,0.1338325,0.2879838,0.1428828,0.2935775,0.1312312,0.262784,0.1766235,0.3086461,0.3307652,0.1622505,0.2751229,0.152694,0.2657789,0.1433651,0.2747209,0.169019,0.2978154,0.1319189,0.1954282,0.1538674,0.152635,0.151364,0.2024705,0.1906407,0.1978951,0.1845542
1988-09-01,0.3821533,0.2003386,0.0644862,-0.2316387,0.107832,0.2211833,0.1450087,0.6736523,0.0291848,-0.0843034,0.1057675,0.291246,0.0825323,-0.0156501,0.0861591,-0.00523,0.1264204,0.4474178,0.0870968,0.2946745,0.1169511,0.0909655,0.0632944,0.1057756,0.2210656,0.0940085,0.2701774,0.0933203,0.5869447,0.0916112,0.1313669,0.1430091,0.1044763,0.2158839,0.0866279,0.1447234,0.0969483,0.4955044,0.1175256,0.1340952,0.2491378,0.089418,0.1558464,0.0904558,0.3500758,0.1091727,0.4450819,0.1245004,0.1519117,0.2102134,0.1166102,0.1935642,0.0921429,0.3251196,0.1017249,0.3322951,0.2029507,0.1343793,0.1681396,0.1150612,0.3332672,0.1015611,0.3134442,0.1332566,0.2942437,0.2775588,0.1698335,0.1670439,0.1308028,0.2935578,0.1204373,0.3220328,0.1291718,0.2825056,0.2373519,0.162715,0.2786485,0.1338325,0.2879838,0.1428828,0.2935775,0.1312312,0.262784,0.2242486,0.2027852,0.3307652,0.1622505,0.2751229,0.152694,0.2657789,0.1433651,0.2747209,0.0674762,0.0976742,0.1095078,0.1520956,0.1447184,0.1451451,0.1350628,0.1766235,0.169019
1988-10-01,0.0155916,0.3821533,0.1005783,0.2003386,0.0644862,-0.2316387,0.107832,0.2211833,0.1450087,0.6736523,0.0291848,0.1988725,0.1765746,0.291246,0.0825323,-0.0156501,0.0861591,-0.00523,0.1264204,0.4474178,0.1993612,0.1392118,0.1169511,0.0909655,0.0632944,0.1057756,0.2210656,0.0940085,0.2701774,0.1893645,0.1646574,0.0916112,0.1313669,0.1430091,0.1044763,0.2158839,0.0866279,0.1447234,0.1051639,0.1532923,0.1175256,0.1340952,0.2491378,0.089418,0.1558464,0.0904558,0.3500758,0.2209392,0.1974124,0.1245004,0.1519117,0.2102134,0.1166102,0.1935642,0.0921429,0.3251196,0.220974,0.1899261,0.2029507,0.1343793,0.1681396,0.1150612,0.3332672,0.1015611,0.3134442,0.2066421,0.2366124,0.2775588,0.1698335,0.1670439,0.1308028,0.2935578,0.1204373,0.3220328,0.2585321,0.2135649,0.2373519,0.162715,0.2786485,0.1338325,0.2879838,0.1428828,0.2935775,0.257355,0.2036552,0.2242486,0.2027852,0.3307652,0.1622505,0.2751229,0.152694,0.2657789,0.0870968,0.0933203,0.0969483,0.1091727,0.1017249,0.1332566,0.1291718,0.1312312,0.1433651
